Nombre,Genero,Fecha de lanzamiento,Duracion,Director,Productora cinematografica,Presupuesto,Recaudacion,Ratings,Reviews
Final Destination 5,"['Horror', 'Mystery']",2011-08-12,92,,Parallel Zide,47000000,157900000,6.098,[]
The Help,['Drama'],2011-08-09,146,,DreamWorks Pictures,25000000,216600000,8.203,[]
In Time,"['Action', 'Thriller', 'Science Fiction']",2011-10-27,109,,New Regency Pictures,40000000,173900000,6.959,[]
Rio,"['Animation', 'Adventure', 'Comedy', 'Family']",2011-04-03,96,,Blue Sky Studios,90000000,484635760,6.724,[]
The Girl with the Dragon Tattoo,"['Thriller', 'Crime', 'Mystery']",2011-12-14,158,,Columbia Pictures,90000000,232600000,7.363,[]
Wrong Turn 4: Bloody Beginnings,"['Horror', 'Thriller']",2011-10-17,93,,Summit Entertainment,3000000,0,5.7,[]
Drive,"['Drama', 'Thriller', 'Crime']",2011-09-15,100,,FilmDistrict,15000000,78054825,7.576,[]
Desire,"['Drama', 'Romance']",2011-10-06,103,,Acajou Films,1344000,0,5.974,[]
The Smurfs,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",2011-07-29,103,,Columbia Pictures,110000000,563749323,5.766,[]
I Am Number Four,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",2011-02-18,109,,Touchstone Pictures,50000000,149900000,6.173,[]
Friends with Benefits,"['Romance', 'Comedy']",2011-07-21,109,,Castle Rock Entertainment,35000000,149500000,6.648,[]
Puss in Boots,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']",2011-10-27,90,,DreamWorks Animation,130000000,554987477,6.551,[]
Barbie: Princess Charm School,"['Family', 'Animation', 'Fantasy']",2011-08-11,79,,Mattel Entertainment,0,0,7.451,[]
The Human Centipede 2 (Full Sequence),"['Drama', 'Horror', 'Crime']",2011-10-06,91,,Six Entertainment,0,0,4.799,[]
"Crazy, Stupid, Love.","['Comedy', 'Drama', 'Romance']",2011-07-29,118,,Warner Bros. Pictures,50000000,145079584,7.258,[]
One Day,"['Drama', 'Romance']",2011-03-02,107,,Color Force,15000000,59389433,7.423,[]
Battle: Los Angeles,"['Science Fiction', 'Action']",2011-03-08,116,,Columbia Pictures,70000000,211819354,5.741,[]
Arthur Christmas,"['Drama', 'Animation', 'Family', 'Comedy']",2011-11-10,97,,Columbia Pictures,10000000,151300000,6.78,[]
Hotel Desire,"['Drama', 'Romance']",2011-12-07,38,,Von Fiessbach Film,230758,0,6.014,[]
Naruto Shippuden the Movie: Blood Prison,"['Thriller', 'Animation', 'Action', 'Comedy', 'Horror', 'Mystery']",2011-07-30,108,,Aniplex,0,9100000,7.31,[]
"Big Mommas: Like Father, Like Son","['Crime', 'Comedy', 'Action']",2011-02-16,107,,Regency Enterprises,32000000,83615414,5.536,[]
Warrior,"['Drama', 'Action']",2011-09-09,140,,Lionsgate,25000000,23300000,7.842,[]
Limitless,"['Thriller', 'Mystery', 'Science Fiction']",2011-03-08,105,,Relativity Media,27000000,161900000,7.188,[]
Insidious,"['Horror', 'Thriller']",2011-03-31,103,,Alliance Films,1500000,99870886,6.946,[]
Alvin and the Chipmunks: Chipwrecked,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",2011-12-14,87,,Fox 2000 Pictures,75000000,342695435,5.706,[]
Green Lantern,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",2011-06-14,114,,DC Entertainment,200000000,219851172,5.167,[]
Horrible Bosses,"['Comedy', 'Crime']",2011-07-08,98,,New Line Cinema,35000000,209800000,6.6,[]
No Strings Attached,"['Comedy', 'Romance']",2011-01-21,107,,Katalyst Films,25000000,149200000,6.289,[]
Bridesmaids,"['Comedy', 'Romance']",2011-05-13,125,,Apatow Productions,32500000,288383523,6.53,[]
New Year's Eve,"['Comedy', 'Romance']",2011-12-08,118,,New Line Cinema,56000000,142000000,5.881,[]
Colombiana,"['Action', 'Thriller', 'Crime', 'Drama']",2011-07-27,108,,A.J.O.Z. Films,40000000,71508440,6.611,[]
Hawaiian Vacation,"['Animation', 'Family', 'Comedy']",2011-06-16,6,,Pixar,0,0,7.009,[]
Ice Age: A Mammoth Christmas,"['Animation', 'Family', 'TV Movie']",2011-11-24,26,,20th Century Fox Animation,0,0,6.442,[]
From Up on Poppy Hill,"['Animation', 'Drama']",2011-07-16,91,,Studio Ghibli,22000000,61037844,7.534,[]
The Mechanic,"['Action', 'Thriller', 'Crime']",2011-01-13,93,,Scared Productions,40000000,51070807,6.5,[]
Sucker Punch,"['Action', 'Fantasy', 'Thriller']",2011-03-24,110,,Legendary Pictures,82000000,89792502,6.183,[]
The Skin I Live In,"['Drama', 'Horror', 'Mystery', 'Thriller']",2011-08-17,120,,El Deseo,13000000,33750478,7.524,[]
The Three Musketeers,"['Adventure', 'Action', 'Thriller']",2011-08-31,110,,Summit Entertainment,75000000,132274484,5.801,[]
30 Minutes or Less,"['Action', 'Adventure', 'Comedy']",2011-08-11,83,,Columbia Pictures,28000000,40547440,5.753,[]
The Thing,"['Horror', 'Science Fiction', 'Mystery']",2011-10-12,103,,Universal Pictures,35000000,31505287,6.211,[]
Scream 4,"['Horror', 'Mystery']",2011-04-13,111,,Dimension Films,40000000,97200000,6.455,[]
Paul,"['Adventure', 'Comedy', 'Science Fiction']",2011-02-14,104,,Universal Pictures,40000000,98000000,6.71,[]
Contagion,"['Drama', 'Thriller', 'Science Fiction']",2011-09-08,106,,Participant,60000000,137551594,6.639,[]
Shame,['Drama'],2011-10-02,102,,HanWay Films,6500000,3909002,6.944,[]
Unknown,"['Action', 'Mystery', 'Thriller']",2011-02-16,113,,Studio Babelsberg,30000000,130786397,6.669,[]
Cowboys & Aliens,"['Action', 'Science Fiction', 'Thriller', 'Western']",2011-07-29,119,,DreamWorks Pictures,163000000,174822325,5.592,[]
Midnight in Paris,"['Fantasy', 'Comedy', 'Romance']",2011-05-11,94,,Pontchartrain Productions,17000000,151119219,7.537,[]
The Adventures of Tintin,"['Adventure', 'Animation', 'Mystery']",2011-10-24,107,,Paramount,130000000,373993951,6.895,[]
Happy Feet Two,"['Animation', 'Comedy', 'Family']",2011-11-17,100,,Warner Bros. Pictures,130000000,150406466,6.118,[]
Season of the Witch,"['Adventure', 'Fantasy', 'Action']",2011-01-07,95,,Atlas Entertainment,40000000,91627228,5.431,[]
Machine Gun Preacher,"['Action', 'Thriller', 'Crime']",2011-09-23,129,,Virgin Produced,30000000,2527904,6.73,[]
Detachment,['Drama'],2011-04-24,98,,Paper Street Films,0,1681521,7.629,[]
Moneyball,['Drama'],2011-09-23,134,,Columbia Pictures,50000000,110206216,7.268,[]
Source Code,"['Thriller', 'Science Fiction', 'Mystery']",2011-03-30,94,,The Mark Gordon Company,32000000,147332697,7.298,[]
Jack and Jill,['Comedy'],2011-11-11,91,,Broken Road Productions,79000000,149700000,4.349,[]
Conan the Barbarian,"['Adventure', 'Fantasy', 'Action']",2011-08-17,113,,Dark Horse Entertainment,90000000,63523283,5.301,[]
The Green Hornet,"['Action', 'Crime', 'Comedy']",2011-01-12,119,,Original Film,120000000,227817248,5.577,[]
Spy Kids: All the Time in the World,"['Family', 'Comedy', 'Action']",2011-08-18,89,,Dimension Films,27000000,85600000,4.683,[]
Drive Angry,"['Fantasy', 'Thriller', 'Action', 'Crime']",2011-02-24,105,,Summit Entertainment,50000000,40909909,5.47,[]
Mean Girls 2,['Comedy'],2011-01-23,96,,Paramount Famous Productions,0,0,5.227,[]
Diary of a Wimpy Kid: Rodrick Rules,"['Family', 'Comedy']",2011-03-25,99,,Color Force,21000000,72526996,6.637,[]
Immortals,"['Fantasy', 'Action', 'Drama']",2011-11-10,110,,Relativity Media,75000000,226904017,5.981,[]
One Piece 3D: Straw Hat Chase,"['Animation', 'Adventure']",2011-03-19,30,,Toei Animation,0,0,6.766,[]
Blitz,"['Crime', 'Action', 'Thriller']",2011-05-20,97,,Lipsync Productions,15774948,15800000,6.173,[]
Sniper: Reloaded,"['War', 'Action', 'Thriller', 'Drama']",2011-04-26,91,,ApolloMovie Beteiligungs,0,0,5.915,[]
The Eagle,"['Adventure', 'Drama']",2011-02-08,114,,Prime Focus,25000000,27122040,6.226,[]
"Madrid, 1987",['Drama'],2011-09-22,104,,Buenavida Producciones,0,0,6.5,[]
Kung Fu Panda: Secrets of the Masters,"['Animation', 'Action', 'Comedy']",2011-12-12,24,,DreamWorks Animation,0,0,6.4,[]
Super 8,"['Thriller', 'Science Fiction', 'Mystery']",2011-06-08,112,,Paramount,50000000,260100000,6.761,[]
Hugo,"['Adventure', 'Drama', 'Family']",2011-11-22,126,,GK Films,170000000,185770160,7.175,[]
Pixie Hollow Games,"['Animation', 'Family']",2011-12-24,23,,DisneyToon Studios,0,0,7.0,[]
Priest,"['Action', 'Fantasy', 'Horror', 'Thriller']",2011-05-05,87,,Michael De Luca Productions,60000000,78309131,5.8,[]
Paranormal Activity 3,"['Horror', 'Mystery']",2011-10-19,83,,Paramount,5000000,207039844,5.893,[]
Gnomeo & Juliet,"['Animation', 'Family']",2011-01-13,84,,Touchstone Pictures,36000000,189712432,5.865,[]
Chunin Exam on Fire! and Naruto vs. Konohamaru!,"['Animation', 'Action']",2011-07-30,14,,Pierrot,0,0,6.5,[]
Margin Call,"['Thriller', 'Drama']",2011-02-11,107,,Before the Door Pictures,3500000,19504039,6.844,[]
Hostel: Part III,['Horror'],2011-12-22,88,,Raw Nerve,6000000,0,5.081,[]
War Horse,"['War', 'History', 'Drama', 'Adventure']",2011-12-25,146,,DreamWorks Pictures,66000000,177584879,7.306,[]
The Change-Up,['Comedy'],2011-08-05,112,,Universal Pictures,52000000,75500000,6.139,[]
With Every Heartbeat,"['Romance', 'Drama']",2011-07-29,107,,Lebox Produktion AB,0,0,7.119,[]
Lucky Trouble,"['Romance', 'Comedy']",2011-01-12,90,,Bazelevs Production,0,0,6.063,[]
A Very Harold & Kumar Christmas,['Comedy'],2011-11-04,89,,New Line Cinema,19000000,36192775,6.001,[]
A Cinderella Story: Once Upon a Song,"['Comedy', 'Family', 'Romance']",2011-09-05,88,,Warner Premiere,0,0,6.388,[]
Tower Heist,"['Action', 'Comedy']",2011-11-02,104,,Universal Pictures,75000000,152930623,6.076,[]
Terrifier,['Horror'],2011-08-09,19,,D&D Films,0,0,6.26,[]
Monte Carlo,"['Adventure', 'Comedy', 'Romance']",2011-07-01,109,,Blossom Films,20000000,39800000,6.571,[]
The Strange Thing About the Johnsons,"['Drama', 'Horror']",2011-01-22,29,,American Film Institute Conservatory,0,0,6.961,[]
Never Back Down 2: The Beatdown,"['Drama', 'Action']",2011-09-13,99,,Stage 6 Films,3000000,0,6.482,[]
The Legend of La Llorona,"['Family', 'Animation', 'Fantasy', 'Horror']",2011-10-21,81,,Ánima Estudios,0,3900000,7.8,[]
Megan Is Missing,"['Drama', 'Horror', 'Thriller']",2011-05-01,85,,Trio Pictures,0,0,6.272,[]
The Raid,"['Action', 'Thriller', 'Crime']",2011-11-29,101,,Celluloid Dreams,1100000,9148519,7.419,[]
Hop,"['Animation', 'Comedy', 'Family']",2011-03-30,95,,Illumination,63000000,183953723,5.734,[]
The Muppets,"['Comedy', 'Family', 'Music']",2011-11-22,103,,Walt Disney Pictures,45000000,165184237,6.679,[]
The Darkest Hour,"['Horror', 'Action', 'Thriller', 'Science Fiction']",2011-12-22,89,,Regency Enterprises,30000000,64626786,5.277,[]
Footloose,"['Drama', 'Music', 'Romance']",2011-10-06,113,,Weston Pictures,24000000,63543328,6.597,[]
Red Riding Hood,"['Action', 'Adventure', 'Horror', 'Fantasy', 'Thriller']",2011-03-10,100,,Appian Way,42000000,89162162,5.959,[]
Zookeeper,"['Comedy', 'Romance', 'Family']",2011-07-06,102,,Broken Road Productions,80000000,169900000,5.43,[]
Apollo 18,"['Horror', 'Thriller', 'Science Fiction']",2011-07-20,86,,Bazelevs Production,5000000,25562924,5.278,[]
Fright Night,"['Horror', 'Comedy']",2011-08-18,106,,Gaeta / Rosenzweig Films,30000000,41002607,6.219,[]
Hall Pass,"['Comedy', 'Romance']",2011-02-25,105,,New Line Cinema,36000000,83200000,5.674,[]
Batman: Year One,"['Action', 'Animation', 'Crime']",2011-09-27,64,,Warner Bros. Animation,0,0,7.284,[]
Phineas and Ferb The Movie: Across the 2nd Dimension,"['Animation', 'Comedy', 'Family', 'TV Movie', 'Adventure', 'Science Fiction']",2011-08-05,78,,Disney Television Animation,0,0,7.031,[]
Silenced,['Drama'],2011-09-22,125,,Sangeori Pictures,2200000,31500000,8.2,[]
Trigun: Badlands Rumble,"['Action', 'Animation', 'Science Fiction', 'Adventure']",2011-07-11,91,,Madhouse,0,0,7.545,[]
Courageous,['Drama'],2011-09-30,129,,TriStar Pictures,1000000,35700000,7.57,[]
Special Forces,"['Action', 'Drama', 'War']",2011-11-02,109,,Sofica Manon,10000000,3424648,6.722,[]
Barbie: A Perfect Christmas,"['Animation', 'Family']",2011-11-03,74,,Technicolor,0,0,6.674,[]
Winnie the Pooh,"['Animation', 'Family', 'Adventure']",2011-04-06,63,,Walt Disney Animation Studios,30000000,14460000,6.889,[]
Pokémon the Movie: White - Victini and Zekrom,"['Animation', 'Family', 'Adventure', 'Drama', 'Fantasy']",2011-07-16,96,,OLM,0,0,6.592,[]
What's Your Number?,"['Comedy', 'Romance']",2011-09-30,106,,Regency Enterprises,20000000,30426096,6.504,[]
The Sorcerer and the White Snake,"['Action', 'Fantasy']",2011-09-27,100,,Juli Entertainment Media,0,0,6.405,[]
Soul Surfer,"['Family', 'Drama']",2011-04-08,112,,Enticing Entertainment,18000000,47088990,7.044,[]
The 33D Invader,"['Comedy', 'Science Fiction']",2011-10-06,82,,My Way Film Company,0,0,5.8,[]
Mr. Popper's Penguins,"['Comedy', 'Family']",2011-06-17,94,,Davis Entertainment,55000000,187361754,5.932,[]
"Good Luck Charlie, It's Christmas!","['TV Movie', 'Comedy', 'Family', 'Drama']",2011-12-02,85,,Salty Pictures,0,0,6.684,[]
Johnny English Reborn,"['Crime', 'Action', 'Comedy']",2011-09-15,101,,Working Title Films,45000000,160078586,6.224,[]
S.W.A.T.: Firefight,"['Action', 'Crime', 'Thriller']",2011-03-01,89,,Original Film,8000000,0,5.726,[]
Megamind: The Button of Doom,"['Animation', 'Action', 'Comedy', 'Family']",2011-02-25,16,,DreamWorks Animation,0,0,6.667,[]
Children Who Chase Lost Voices,"['Animation', 'Adventure', 'Drama', 'Fantasy', 'Romance']",2011-05-07,116,,CoMix Wave Films,0,0,7.2,[]
Dragons: Gift of the Night Fury,"['Animation', 'Comedy', 'Adventure', 'Family']",2011-11-15,22,,DreamWorks Animation,0,0,7.069,[]
Guilty of Romance,"['Thriller', 'Horror', 'Mystery']",2011-09-30,145,,Nikkatsu Corporation,0,246091,6.95,[]
The Adjustment Bureau,"['Science Fiction', 'Thriller', 'Romance']",2011-03-03,106,,Universal Pictures,50200000,127900000,6.7,[]
The Awakening,"['Horror', 'Thriller', 'Mystery']",2011-08-17,107,,BBC Film,4798235,209696,6.374,[]
Hoodwinked Too! Hood VS. Evil,"['Comedy', 'Animation', 'Family']",2011-04-29,86,,Kanbar Entertainment,30000000,13500000,5.1,[]
Your Highness,"['Comedy', 'Fantasy', 'Adventure', 'Action']",2011-04-08,102,,Universal Pictures,49900000,28013733,5.313,[]
Extremely Loud & Incredibly Close,['Drama'],2011-12-25,129,,Warner Bros. Pictures,40000000,55200000,6.976,[]
The Iron Lady,"['History', 'Drama']",2011-12-26,105,,UK Film Council,13000000,115890699,6.375,[]
Beastly,"['Drama', 'Fantasy', 'Romance']",2011-01-21,86,,Storefront Films,17000000,43202283,6.3,[]
Children of the Corn: Genesis,"['Horror', 'Thriller']",2011-08-30,81,,Dimension Films,4500000,0,4.144,[]
Killer Elite,"['Action', 'Adventure', 'Thriller']",2011-09-22,116,,Open Road Films,66000000,57777106,6.264,[]
Tinker Tailor Soldier Spy,"['Drama', 'Thriller', 'Mystery']",2011-09-16,127,,StudioCanal,30000000,80630608,6.618,[]
The Innkeepers,"['Horror', 'Thriller']",2011-08-18,101,,Dark Sky Films,750000,78396,5.4,[]
A Princess for Christmas,"['Comedy', 'Family', 'TV Movie', 'Romance']",2011-12-03,91,,Motion Picture Corporation of America,0,0,7.1,[]
Men in Hope,"['Comedy', 'Romance']",2011-08-25,115,,Infinity,1130710,6638849,7.5,[]
Grave Encounters,"['Thriller', 'Horror']",2011-09-09,93,,Digital Interference Productions,1000000,0,6.276,[]
Assassination Games,['Action'],2011-07-28,101,,Mediapro Studios,8000000,0,6.2,[]
Bad Teacher,['Comedy'],2011-05-16,92,,Columbia Pictures,20000000,216200000,5.588,[]
Born to Race,['Action'],2011-03-19,99,,American Cinema International,0,0,6.8,[]
Sleep Tight,"['Thriller', 'Horror']",2011-10-14,97,,Castelao Productions,5000000,8791590,7.076,[]
I Don't Know How She Does It,"['Romance', 'Comedy']",2011-09-16,89,,The Weinstein Company,24000000,31410151,5.209,[]
Jane Eyre,"['Drama', 'Romance']",2011-03-11,120,,BBC Film,0,34710627,7.2,[]
Pokémon the Movie: Black - Victini and Reshiram,"['Animation', 'Family', 'Adventure', 'Drama', 'Fantasy']",2011-07-16,96,,Media Factory,0,0,6.6,[]
Melancholia,"['Drama', 'Science Fiction']",2011-05-26,135,,Zentropa Entertainments,7400000,15946321,7.2,[]
Flying Swords of Dragon Gate,"['Adventure', 'Action', 'Drama']",2011-12-15,125,,Beijing Liangzi Group,35000000,127709,6.31,[]
Sanctum,"['Action', 'Thriller']",2011-02-03,108,,Universal Pictures,30000000,108609310,6.027,[]
We Need to Talk About Kevin,"['Drama', 'Thriller']",2011-09-28,113,,BBC Film,7000000,10800000,7.559,[]
Beverly Hills Chihuahua 2,"['Comedy', 'Family']",2011-02-01,84,,Walt Disney Pictures,12000000,0,5.87,[]
TEKKEN: Blood Vengeance,"['Action', 'Animation', 'Science Fiction']",2011-07-26,100,,Digital Frontier,0,0,6.819,[]
Larry Crowne,"['Comedy', 'Romance', 'Drama']",2011-06-30,98,,Universal Pictures,30000000,75055070,5.951,[]
Haywire,"['Action', 'Drama', 'Thriller']",2011-11-01,93,,Relativity Media,23000000,33372606,5.689,[]
In the Name of the King 2: Two Worlds,"['Adventure', 'Fantasy', 'Drama', 'Action']",2011-11-03,96,,Event Film Distribution,4500000,0,3.9,[]
We Bought a Zoo,"['Drama', 'Comedy', 'Family']",2011-12-08,124,,Dune Entertainment,50000000,120081841,6.772,[]
Kevin Hart: Laugh at My Pain,['Comedy'],2011-09-09,89,,HartBeat Productions,0,0,7.1,[]
Shark Night 3D,"['Thriller', 'Horror']",2011-09-02,91,,Incentive Filmed Entertainment,28000000,10126458,4.969,[]
The Good Doctor,"['Drama', 'Thriller', 'Mystery']",2011-04-23,93,,Viddywell,6000000,5206,6.2,[]
Seeking Justice,"['Action', 'Drama', 'Thriller']",2011-09-02,105,,Endgame Entertainment,17000000,14089528,5.898,[]
50 Greatest Harry Potter Moments,['Documentary'],2011-07-27,93,,Twenty Twenty Television,0,0,7.4,[]
Water for Elephants,"['Drama', 'Romance']",2011-04-15,122,,Big Screen Productions,38000000,117094902,6.945,[]
Abduction,"['Thriller', 'Action', 'Mystery']",2011-09-22,106,,Vertigo Entertainment,35000000,82087155,5.872,[]
Barbie: A Fairy Secret,"['Animation', 'Family', 'Fantasy']",2011-03-01,72,,Resnick Interactive Development,0,0,6.749,[]
My Way,"['Drama', 'Action', 'History', 'War']",2011-12-21,137,,CJ Entertainment,25500000,16653488,7.867,[]
The Sitter,['Comedy'],2011-12-09,81,,Michael De Luca Productions,25000000,34942188,5.57,[]
The Ides of March,['Drama'],2011-09-24,101,,Appian Way,12500000,76338111,6.673,[]
Hanna,"['Action', 'Thriller', 'Adventure']",2011-04-07,111,,Focus Features,30000000,63782078,6.583,[]
Something Borrowed,"['Comedy', 'Drama', 'Romance']",2011-05-05,112,,Wild Ocean Films,35000000,65090821,6.258,[]
The Hidden Face,"['Thriller', 'Mystery']",2011-09-16,92,,Dynamo,0,0,7.3,[]
Mars Needs Moms,"['Adventure', 'Animation', 'Family']",2011-03-09,88,,Walt Disney Pictures,150000000,39000000,6.009,[]
Cinderella,"['Family', 'TV Movie', 'Fantasy', 'Romance']",2011-10-30,180,,Beta Film,0,0,6.877,[]
Ronal the Barbarian,"['Animation', 'Adventure', 'Fantasy']",2011-09-27,85,,Det Danske Filminstitut,0,2400000,6.118,[]
Gantz: Perfect Answer,"['Action', 'Mystery', 'Science Fiction', 'Horror']",2011-04-23,141,,Horipro,0,0,6.753,[]
Fullmetal Alchemist the Movie: The Sacred Star of Milos,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction']",2011-07-02,110,,BONES,0,7401480,6.829,[]
Carnage,"['Comedy', 'Drama']",2011-09-16,80,,Wild Bunch,25000000,30722632,7.174,[]
Tomboy,['Drama'],2011-04-20,82,,Lilies Films,1000000,0,7.3,[]
50/50,"['Comedy', 'Drama']",2011-09-30,100,,Summit Entertainment,8000000,39187783,7.173,[]
The Rite,"['Drama', 'Thriller', 'Horror']",2011-01-28,114,,New Line Cinema,37000000,96047633,6.1,[]
Take Me Home Tonight,"['Comedy', 'Drama', 'Romance']",2011-03-04,97,,Rogue Pictures,19000000,6900000,5.975,[]
Kill Bill: The Whole Bloody Affair,"['Action', 'Crime', 'Thriller']",2011-03-27,247,,Super Cool ManChu,55000000,0,8.0,[]
Dragon Ball: Episode of Bardock,"['Action', 'Animation', 'Science Fiction']",2011-12-17,20,,Toei Animation,0,0,6.94,[]
The Lincoln Lawyer,"['Crime', 'Drama', 'Thriller']",2011-03-17,119,,Sidney Kimmel Entertainment,40000000,85412898,7.196,[]
X,"['Action', 'Thriller', 'Romance']",2011-11-23,90,,Rough Beast,0,0,6.568,[]
Green Lantern: Emerald Knights,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Drama']",2011-04-09,84,,DC Comics,3500000,0,6.698,[]
The Avengers,"['Science Fiction', 'Action', 'Adventure']",2012-04-25,143,,Marvel Studios,220000000,1518815515,7.711,[]
The Dark Knight Rises,"['Action', 'Crime', 'Drama', 'Thriller']",2012-07-17,165,,Syncopy,250000000,1081041287,7.777,[]
The Lorax,"['Animation', 'Family']",2012-03-01,86,,Universal Pictures,70000000,348840316,6.493,[]
The Hobbit: An Unexpected Journey,"['Adventure', 'Fantasy', 'Action']",2012-12-12,169,,New Line Cinema,250000000,1021103568,7.345,[]
Project X,['Comedy'],2012-03-01,88,,Silver Pictures,12000000,102731865,6.85,[]
The Amazing Spider-Man,"['Action', 'Adventure', 'Science Fiction']",2012-06-23,136,,Marvel Entertainment,215000000,757930663,6.7,[]
Jack Reacher,"['Crime', 'Drama', 'Thriller', 'Action']",2012-12-20,130,,Paramount,60000000,218300000,6.614,[]
Brave,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",2012-06-21,93,,Walt Disney Pictures,185000000,539000000,7.013,[]
